id,value
4.cambierei,2506.265664160401
4.spot,2506.265664160401
7.stupendo,2506.265664160401
4.vedere,10025.062656641603
4.pensa,37593.984962406015
4.famiglia,2506.265664160401
4.iniziativa,2506.265664160401
-7.ragazze,2506.265664160401
-4.ufficiale,5012.531328320802
4.smartphone,35087.71929824561
4.ipad,7518.796992481203
4.precedenza,5012.531328320802
-4.capendo,2506.265664160401
4.compreso,2506.265664160401
4.azienda,7518.796992481203
-4.ringraziare,5012.531328320802
4.chiamando,2506.265664160401
4.riesco,2506.265664160401
-4.pocketcube,57644.11027568922
4.recesso,10025.062656641603
4.rimborso,2506.265664160401
4.fattura,7518.796992481203
4.mantenere,2506.265664160401
4.seriamente,7518.796992481203
4.riconosce,2506.265664160401
4.ricarica,5012.531328320802
4.attivata,2506.265664160401
4.costretta,2506.265664160401
4.forma,2506.265664160401
-23.personali,5012.531328320802
-23.account,7518.796992481203
4.incluso,2506.265664160401
4.modifiche,2506.265664160401
-10.stacco,10025.062656641603
4.mail,17543.859649122805
-5.network,10025.062656641603
-4.esperienze,2506.265664160401
4.chiamate,115288.22055137844
4.cambiero,2506.265664160401
4.vivendo,2506.265664160401
4.controllo,2506.265664160401
3.velocità,5012.531328320802
-24.cerchi,2506.265664160401
4.uscirà,27568.92230576441
9.have,2506.265664160401
-3.umts,5012.531328320802
3.connessione,2506.265664160401
-4.perdo,12531.328320802004
4.vadano,2506.265664160401
-4.brand,5012.531328320802
-16.battipaglia,2506.265664160401
3.provincia,5012.531328320802
3.segnale,5012.531328320802
4.risolvo,2506.265664160401
4.rendo,5012.531328320802
4.infinito,12531.328320802004
-4.customer,5012.531328320802
-9.followfriday,2506.265664160401
-9.influencers,2506.265664160401
16.abito,5012.531328320802
4.mangiare,37593.984962406015
4.contattata,15037.593984962406
4.nervoso,2506.265664160401
-7.weekend,22556.39097744361
-4.socialcare,2506.265664160401
-4.fisica,2506.265664160401
3.upgrade,2506.265664160401
4.operatori,5012.531328320802
25.bastato,10025.062656641603
4.pessimo,2506.265664160401
4.clienti,2506.265664160401
4.ovunque,2506.265664160401
-4.vabbè,2506.265664160401
-4.intestare,50125.313283208015
4.lavorando,20050.125313283206
4.risolvere,5012.531328320802
25.aziendali,5012.531328320802
4.normale,10025.062656641603
4.semplice,30075.187969924813
4.unici,35087.71929824561
4.bravi,2506.265664160401
4.soddisfazione,2506.265664160401
4.saluti,20050.125313283206
4.info,5012.531328320802
25.chiudo,2506.265664160401
4.consentire,2506.265664160401
4.pazzi,20050.125313283206
25.ovvio,2506.265664160401
4.potevate,2506.265664160401
4.passare,15037.593984962406
4.privato,5012.531328320802
-4.leggendo,2506.265664160401
4.continuo,2506.265664160401
4.restituiti,5012.531328320802
-4.cent,5012.531328320802
4.giga,2506.265664160401
-4.attivabili,5012.531328320802
4.vorrei,2506.265664160401
4.riceve,5012.531328320802
4.disabilitare,5012.531328320802
4.cercato,2506.265664160401
4.problematica,2506.265664160401
4.richiesta,7518.796992481203
4.chiamato,5012.531328320802
4.disattivato,2506.265664160401
4.traffico,20050.125313283206
4.opzione,25062.656641604008
16.roaming,5012.531328320802
16.traffic,5012.531328320802
-12.abbonamenti,5012.531328320802
12.abbonamento,5012.531328320802
